dataset_family_x,classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,defects,dataset_family_y,file_module_id,code_churn,commit_count,num_developers,bugfix_commit_count,days_since_last_modified,lines_added,lines_deleted,numberOfRefactoringsUntil,maxLinesAddedUntil,avgLinesAddedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,maxCodeChurnUntil,avgCodeChurnUntil,weightedAgeWithRespectTo,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,repo_metrics_available
aeeem,org::apache::lucene::search::IndexSearcher,65,3,57,8,36,2,2,0,61.0,9.0,37,1,1,1.0,8,30.0,18.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::IndexSearcher,-6.0,36,11,4,368.143,291.0,297.0,0,39.0,8.08333,51.0,8.25,39.0,-0.166667,164.852,5,5,0,0,0,11.5269,0.350981,0.0842299,3.50814,0.113609,True
aeeem,org::apache::lucene::store::db::DbIndexOutput,4,2,1,3,28,0,8,0,86.0,8.0,24,0,0,0.0,7,34.0,16.0,0,0,0,0,0,0,aeeem,org::apache::lucene::store::db::DbIndexOutput,0.0,2,1,0,179.286,2.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,15.2143,0,0,0,0,0,2.56045,0.00833997,0.00309243,0.0579449,8.74499e-05,True
aeeem,org::apache::lucene::search::highlight::TokenGroup,6,1,5,1,45,0,9,0,54.0,10.0,9,1,0,8.0,7,24.0,13.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::highlight::TokenGroup,0.0,1,1,0,219.286,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::apache::lucene::index::MergeDocIDRemapper,4,1,2,2,1,0,6,0,76.0,2.0,9,0,0,6.0,2,8.0,15.0,1,0,0,0,0,1,aeeem,org::apache::lucene::index::MergeDocIDRemapper,0.0,1,1,0,30.8571,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.871061,0.00164027,0.00523142,0.0309637,0.0182075,True
aeeem,org::apache::lucene::benchmark::byTask::tasks::RepSelectByPrefTask,8,4,0,8,3,0,0,13,39.0,3.0,51,0,0,0.0,2,33.0,10.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::byTask::tasks::RepSelectByPrefTask,31.0,3,2,0,90.5714,76.0,45.0,0,42.0,25.3333,42.0,15.0,31.0,10.3333,10.3929,1,1,0,0,0,3.28866,0.0163189,0.00774168,0.0876976,0.00527147,True
aeeem,org::apache::lucene::analysis::PorterStemFilter,3,3,0,3,1,0,1,1,14.0,2.0,16,1,0,0.0,2,10.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::PorterStemFilter,-40.0,8,5,1,368.143,79.0,119.0,0,26.0,9.875,51.0,14.875,1.0,-5.0,137.492,2,2,0,0,0,4.2341,0.0216663,0.0385326,0.170244,0.106043,True
aeeem,org::apache::lucene::search::PhraseScorer,8,3,1,7,78,2,9,0,107.0,13.0,17,4,3,0.0,6,44.0,33.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::PhraseScorer,53.0,18,8,3,368.143,322.0,269.0,0,120.0,17.8889,82.0,14.9444,38.0,2.94444,125.349,2,2,0,0,0,2.6029,0.026718,0.0057418,0.0681672,0.00340696,True
aeeem,org::apache::lucene::analysis::WordlistLoader,6,1,2,4,1,0,0,0,44.0,2.0,9,0,0,0.0,2,18.0,10.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::WordlistLoader,11.0,9,4,1,216.286,83.0,72.0,0,32.0,9.22222,29.0,8.0,32.0,1.22222,70.0826,1,1,0,0,0,7.75655,0.206158,0.013608,0.190306,0.0072202,True
aeeem,org::apache::lucene::analysis::CharTokenizer,3,3,1,2,10,3,6,1,55.0,5.0,16,6,0,0.0,3,15.0,13.0,1,0,0,0,0,1,aeeem,org::apache::lucene::analysis::CharTokenizer,-23.0,10,6,0,349.857,84.0,107.0,0,27.0,8.4,51.0,10.7,9.0,-2.3,198.361,3,3,0,0,0,5.46076,0.0423946,0.0445186,0.210853,0.12351,True
aeeem,org::apache::lucene::benchmark::byTask::tasks::ResetSystemEraseTask,2,4,0,2,1,0,0,2,7.0,2.0,44,0,0,0.0,2,4.0,2.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::byTask::tasks::ResetSystemEraseTask,-8.0,4,3,0,90.5714,52.0,60.0,0,48.0,13.0,48.0,15.0,0.0,-2.0,11.467,2,2,0,0,0,4.08464,0.017208,0.0105405,0.111471,0.0103927,True
aeeem,org::apache::lucene::queryParser::surround::query::ComposedQuery,9,2,5,4,105,4,3,1,73.0,15.0,30,3,0,0.0,9,64.0,24.0,0,0,0,0,0,0,aeeem,org::apache::lucene::queryParser::surround::query::ComposedQuery,1.0,3,3,0,170.143,8.0,7.0,0,6.0,2.66667,5.0,2.33333,1.0,0.333333,73.4286,1,1,0,0,0,3.9126,0.0091715,0.0563791,0.210955,0.108084,True
aeeem,org::apache::lucene::xmlparser::builders::SpanBuilderBase,1,2,0,1,0,6,0,0,3.0,1.0,11,0,0,0.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::apache::lucene::xmlparser::builders::SpanBuilderBase,15.0,2,1,0,136.571,17.0,2.0,0,16.0,8.5,1.0,1.0,15.0,7.5,45.042,0,0,0,0,0,2.42975,0.0199393,0.0044811,0.0606869,0.00162176,True
aeeem,org::apache::lucene::store::Directory,74,1,69,5,153,7,2,0,64.0,18.0,9,0,0,1.0,17,35.0,18.0,1,0,0,0,0,1,aeeem,org::apache::lucene::store::Directory,113.0,22,6,3,368.143,241.0,128.0,0,45.0,10.9545,51.0,5.81818,45.0,5.13636,217.232,11,11,0,0,0,11.9647,0.189867,0.119783,3.59951,0.218627,True
aeeem,org::apache::lucene::xmlparser::builders::DuplicateFilterBuilder,4,1,1,3,1,0,0,0,34.0,2.0,10,0,0,0.0,2,15.0,5.0,0,0,0,0,0,0,aeeem,org::apache::lucene::xmlparser::builders::DuplicateFilterBuilder,-2.0,2,2,0,53.1429,2.0,4.0,0,1.0,1.0,3.0,2.0,0.0,-1.0,24.9286,1,1,0,0,0,2.24283,0.00352988,0.0555838,0.176221,0.114048,True
aeeem,org::apache::lucene::xmlparser::builders::BooleanQueryBuilder,11,1,2,9,3,0,1,0,56.0,3.0,10,1,0,0.0,2,25.0,10.0,0,0,0,0,0,0,aeeem,org::apache::lucene::xmlparser::builders::BooleanQueryBuilder,11.0,7,2,1,136.571,37.0,26.0,0,16.0,5.28571,12.0,3.71429,15.0,1.57143,35.1892,1,1,0,0,0,7.59491,0.0717043,0.0627134,0.301601,0.109454,True
aeeem,org::apache::lucene::index::DocInverterPerField,14,2,1,13,3,0,6,0,130.0,3.0,11,2,0,4.0,2,35.0,18.0,3,0,0,0,0,1,aeeem,org::apache::lucene::index::DocInverterPerField,-8.0,2,1,0,11.7143,3.0,11.0,1,2.0,1.5,10.0,5.5,0.0,-4.0,3.14286,2,2,0,0,0,2.2048,0.00530609,0.0438039,0.136638,0.145088,True
aeeem,org::apache::lucene::analysis::el::GreekLowerCaseFilter,4,3,1,3,1,0,1,1,19.0,2.0,16,0,0,1.0,2,6.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::el::GreekLowerCaseFilter,-6.0,3,3,0,180.286,9.0,15.0,0,8.0,3.0,13.0,5.0,0.0,-2.0,154.032,2,2,0,0,0,4.01034,0.0133112,0.0849614,0.270262,0.206211,True
aeeem,org::apache::lucene::index::ReadOnlySegmentReader,3,4,1,2,3,0,0,15,9.0,3.0,80,0,0,0.0,1,6.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::ReadOnlySegmentReader,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792,True
aeeem,org::apache::lucene::search::spans::SpanNotQuery,11,3,4,7,66,0,2,0,144.0,12.0,44,2,0,0.0,12,34.0,21.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::spans::SpanNotQuery,86.0,11,7,2,244.714,108.0,22.0,0,26.0,9.81818,8.0,2.0,22.0,7.81818,113.093,4,4,0,0,0,8.83948,0.267342,0.0428683,0.271437,0.101025,True
aeeem,org::apache::lucene::benchmark::byTask::tasks::RepSumByNameTask,7,3,1,6,3,0,0,12,39.0,3.0,46,0,0,0.0,2,27.0,6.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::byTask::tasks::RepSumByNameTask,36.0,3,2,0,90.5714,82.0,46.0,0,43.0,27.3333,43.0,15.3333,36.0,12.0,10.3537,1,1,0,0,0,3.28866,0.0170226,0.00774168,0.0876976,0.00527147,True
aeeem,org::apache::lucene::index::InvertedDocEndConsumer,2,1,2,0,10,1,0,0,0.0,5.0,9,0,0,0.0,0,5.0,0.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::InvertedDocEndConsumer,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934,True
aeeem,org::apache::lucene::search::highlight::SpanGradientFormatter,4,2,0,4,1,0,2,14,35.0,2.0,15,2,0,0.0,2,12.0,6.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::highlight::SpanGradientFormatter,-1.0,3,3,0,190.0,7.0,8.0,0,6.0,2.33333,5.0,2.66667,1.0,-0.333333,95.7143,1,1,0,0,0,4.04759,0.0130581,0.00827961,0.102943,0.00675749,True
aeeem,org::apache::lucene::xmlparser::CoreParser,23,1,3,20,15,1,5,0,87.0,6.0,10,0,1,1.0,4,41.0,7.0,0,0,0,0,0,0,aeeem,org::apache::lucene::xmlparser::CoreParser,56.0,9,2,2,136.571,60.0,4.0,0,29.0,6.66667,1.0,0.444444,28.0,6.22222,69.35,1,1,0,0,0,7.67536,0.0494495,0.0676022,0.316053,0.13114,True
aeeem,org::apache::lucene::analysis::compound::hyphenation::HyphenationException,1,1,1,0,0,0,0,0,3.0,1.0,27,0,0,0.0,1,1.0,1.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::compound::hyphenation::HyphenationException,0.0,1,1,0,20.7143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.18716,0.00167713,0.0103756,0.0486875,0.0417474,True
aeeem,org::apache::lucene::xmlparser::builders::FilteredQueryBuilder,6,1,1,5,1,0,2,0,18.0,2.0,10,2,0,0.0,2,9.0,2.0,0,0,0,0,0,0,aeeem,org::apache::lucene::xmlparser::builders::FilteredQueryBuilder,13.0,3,2,0,136.0,18.0,5.0,0,16.0,6.0,3.0,1.66667,15.0,4.33333,49.4048,1,1,0,0,0,3.81153,0.0207318,0.0566197,0.210002,0.108541,True
aeeem,org::apache::lucene::benchmark::stats::MemUsage,2,1,1,1,3,0,6,0,13.0,3.0,9,0,0,6.0,3,8.0,2.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::stats::MemUsage,-1.0,3,2,0,99.0,1.0,2.0,0,1.0,0.333333,1.0,0.666667,0.0,-0.333333,0.0,1,1,0,0,0,2.88097,0.00120628,0.0551741,0.187772,0.108062,True
aeeem,org::apache::lucene::index::ParallelReader,10,2,3,7,325,0,9,2,267.0,26.0,58,8,0,1.0,20,156.0,67.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::ParallelReader,275.0,22,7,4,177.857,413.0,138.0,1,118.0,18.7727,23.0,6.27273,113.0,12.5,87.8565,15,15,0,0,0,19.4885,0.70161,0.0716809,0.563933,0.140551,True
aeeem,org::apache::lucene::store::ChecksumIndexInput,3,2,0,3,28,0,2,0,28.0,8.0,33,0,0,2.0,8,18.0,8.0,0,0,0,0,0,0,aeeem,org::apache::lucene::store::ChecksumIndexInput,0.0,1,1,0,34.2857,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.12713,0.00181519,0.00645093,0.0393921,0.0217025,True
aeeem,org::apache::lucene::analysis::compound::DictionaryCompoundWordTokenFilter,2,4,0,2,1,0,0,10,36.0,2.0,24,0,0,0.0,1,14.0,12.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::compound::DictionaryCompoundWordTokenFilter,0.0,1,1,0,20.7143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.18716,0.00167713,0.0103756,0.0486875,0.0417474,True
aeeem,org::apache::lucene::store::SingleInstanceLockFactory,3,2,2,1,3,0,1,1,13.0,3.0,13,1,0,0.0,3,6.0,3.0,0,0,0,0,0,0,aeeem,org::apache::lucene::store::SingleInstanceLockFactory,4.0,4,2,1,110.143,13.0,9.0,0,6.0,3.25,5.0,2.25,4.0,1.0,13.7802,3,3,0,0,0,4.99485,0.0137035,0.0132794,0.136452,0.0185345,True
aeeem,org::apache::lucene::analysis::ar::ArabicNormalizationFilter,5,3,2,3,1,0,1,1,15.0,2.0,16,0,0,0.0,1,8.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::ar::ArabicNormalizationFilter,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::apache::lucene::analysis::StopAnalyzer,6,2,1,5,3,0,2,0,17.0,3.0,15,1,0,0.0,3,12.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::StopAnalyzer,2.0,12,7,1,368.143,69.0,67.0,0,17.0,5.75,51.0,5.58333,17.0,0.166667,208.59,1,1,0,0,0,6.50047,0.0635998,0.0116065,0.159885,0.00705316,True
aeeem,org::apache::lucene::analysis::PerFieldAnalyzerWrapper,3,2,2,1,15,0,2,0,30.0,6.0,15,2,0,0.0,6,13.0,9.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::PerFieldAnalyzerWrapper,-2.0,9,6,2,262.857,59.0,61.0,0,16.0,6.55556,51.0,6.77778,14.0,-0.222222,104.37,2,2,0,0,0,6.08433,0.0968814,0.0113622,0.151484,0.00717911,True
aeeem,org::apache::lucene::index::IndexReader,153,1,138,16,1225,6,5,0,214.0,50.0,9,3,1,0.0,39,124.0,48.0,3,0,0,0,0,1,aeeem,org::apache::lucene::index::IndexReader,891.0,95,13,19,368.143,1990.0,1099.0,2,132.0,20.9474,202.0,11.5684,98.0,9.37895,207.691,34,34,0,0,0,31.8654,1.82971,0.166162,1.03245,0.362861,True
aeeem,org::apache::lucene::wordnet::SynLookup,9,1,0,9,1,0,0,0,78.0,2.0,9,0,0,0.0,2,43.0,13.0,0,0,0,0,0,0,aeeem,org::apache::lucene::wordnet::SynLookup,0.0,2,2,0,245.286,2.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,25.0714,0,0,0,0,0,0.740259,0.0094905,0.000755367,0.016145,4.53657e-06,True
aeeem,org::apache::lucene::queryParser::surround::parser::QueryParserTokenManager,4,1,1,3,190,0,19,26,604.0,20.0,9,2,14,7.0,5,103.0,217.0,0,0,0,0,0,0,aeeem,org::apache::lucene::queryParser::surround::parser::QueryParserTokenManager,0.0,1,1,0,170.143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1.03163,0.0042698,0.00120501,0.023183,2.18418e-05,True
aeeem,org::apache::lucene::analysis::ngram::EdgeNGramTokenFilter,3,3,1,2,3,0,7,1,45.0,3.0,16,4,1,0.0,2,17.0,10.0,1,0,0,0,0,1,aeeem,org::apache::lucene::analysis::ngram::EdgeNGramTokenFilter,2.0,3,3,0,82.1429,20.0,18.0,0,16.0,6.66667,16.0,6.0,2.0,0.666667,68.0,3,3,0,0,0,3.46561,0.0139708,0.0389238,0.155112,0.115967,True
aeeem,org::apache::lucene::search::ExtendedFieldCacheImpl,3,2,1,2,6,0,5,13,9.0,4.0,35,2,0,3.0,3,9.0,3.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::ExtendedFieldCacheImpl,65.0,4,2,0,49.0,80.0,15.0,1,59.0,20.0,11.0,3.75,48.0,16.25,16.5536,3,3,0,0,0,4.85875,0.0677033,0.105557,3.41697,0.21549,True
aeeem,org::apache::lucene::benchmark::byTask::tasks::NewRoundTask,3,2,0,3,3,0,0,2,10.0,3.0,39,0,0,0.0,2,6.0,3.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::byTask::tasks::NewRoundTask,0.0,3,2,0,90.5714,45.0,45.0,0,43.0,15.0,43.0,15.0,0.0,0.0,10.9968,1,1,0,0,0,3.28866,0.013807,0.00774168,0.0876976,0.00527147,True
aeeem,org::apache::lucene::benchmark::byTask::stats::Points,11,1,10,1,15,0,3,0,23.0,6.0,9,3,1,0.0,5,12.0,6.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::byTask::stats::Points,-252.0,3,2,0,90.5714,92.0,344.0,0,85.0,30.6667,258.0,114.667,0.0,-84.0,11.0512,1,1,0,0,0,3.28866,0.0605032,0.00774168,0.0876976,0.00527147,True
aeeem,org::apache::lucene::analysis::miscellaneous::PrefixAwareTokenFilter,5,2,2,3,36,2,4,0,63.0,9.0,13,4,0,0.0,9,24.0,15.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::miscellaneous::PrefixAwareTokenFilter,-28.0,2,2,0,14.0,16.0,44.0,0,15.0,8.0,43.0,22.0,0.0,-14.0,6.5625,2,2,0,0,0,2.35699,0.026903,0.0440601,0.140911,0.148302,True
aeeem,org::apache::lucene::queryParser::Token,0,1,0,0,6,0,8,0,13.0,4.0,9,0,0,8.0,4,5.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::queryParser::Token,43.0,2,2,0,264.857,56.0,13.0,0,55.0,28.0,12.0,6.5,43.0,21.5,257.041,1,1,0,0,0,1.23854,0.0331713,0.0519223,0.145898,0.106899,True
aeeem,org::apache::lucene::store::Lock,13,1,10,3,3,9,3,0,29.0,3.0,9,0,0,1.0,3,12.0,8.0,1,0,0,0,0,1,aeeem,org::apache::lucene::store::Lock,19.0,20,8,1,366.857,184.0,165.0,0,50.0,9.2,51.0,8.25,25.0,0.95,165.044,5,5,0,0,0,9.15338,0.0710578,0.0208316,0.239519,0.0219847,True
aeeem,org::apache::lucene::index::FreqProxTermsWriter,14,2,0,14,45,0,3,1,229.0,10.0,16,2,1,1.0,2,53.0,43.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::FreqProxTermsWriter,20.0,2,1,0,11.7143,61.0,41.0,1,60.0,30.5,40.0,20.5,20.0,10.0,2.52927,2,2,0,0,0,1.54522,0.0346251,0.0273145,0.0891453,0.0962259,True
aeeem,org::apache::lucene::analysis::compound::hyphenation::Hyphen,2,1,0,2,1,0,3,0,19.0,2.0,18,0,0,3.0,1,7.0,6.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::compound::hyphenation::Hyphen,0.0,1,1,0,20.7143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.18716,0.00167713,0.0103756,0.0486875,0.0417474,True
aeeem,org::apache::lucene::index::InvertedDocConsumerPerThread,2,1,2,0,6,1,0,0,0.0,4.0,9,0,0,0.0,0,4.0,0.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::InvertedDocConsumerPerThread,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934,True
