dataset_family_x,classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,defects,dataset_family_y,file_module_id,code_churn,commit_count,num_developers,bugfix_commit_count,days_since_last_modified,lines_added,lines_deleted,numberOfRefactoringsUntil,maxLinesAddedUntil,avgLinesAddedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,maxCodeChurnUntil,avgCodeChurnUntil,weightedAgeWithRespectTo,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,repo_metrics_available
aeeem,org::eclipse::jdt::core::dom::MemberRef,6,2,3,4,105,0,5,95,95.0,15.0,68,3,0,0.0,6,51.0,25.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::core::dom::MemberRef,167.0,25,5,8,229.714,228.0,61.0,0,82.0,9.12,8.0,2.44,74.0,6.68,10.4781,3,3,0,0,0,6.70304,0.00381663,0.152618,8.10942,0.231938,True
aeeem,org::eclipse::jdt::internal::core::util::Annotation,8,2,4,4,15,0,6,0,42.0,6.0,23,6,0,0.0,5,14.0,10.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::util::Annotation,181.0,11,3,4,222.857,193.0,12.0,0,81.0,17.5455,4.0,1.09091,81.0,16.4545,13.1984,1,1,0,0,0,4.07501,0.00220824,0.0062193,0.097153,0.00103086,True
aeeem,org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedNameReference,5,7,1,4,3,0,0,397,42.0,3.0,124,0,0,0.0,3,22.0,14.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedNameReference,12.0,32,5,7,367.0,219.0,207.0,0,89.0,6.84375,89.0,6.46875,11.0,0.375,53.9478,4,4,0,0,0,6.73444,0.00389127,0.132755,8.07051,0.197855,True
aeeem,org::eclipse::jdt::internal::compiler::flow::LoopingFlowContext,12,3,4,8,78,0,16,143,387.0,13.0,40,6,0,10.0,10,125.0,93.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::flow::LoopingFlowContext,358.0,52,5,3,367.0,991.0,633.0,0,226.0,19.0577,148.0,12.1731,161.0,6.88462,136.59,11,11,2,1,0,10.0952,0.0550803,0.0225858,0.262712,0.0240387,True
aeeem,org::eclipse::jdt::internal::core::util::KeyKind,1,2,1,0,136,0,15,2,53.0,17.0,41,1,0,1.0,17,18.0,19.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::util::KeyKind,42.0,13,4,2,175.0,91.0,49.0,0,31.0,7.0,14.0,3.76923,17.0,3.23077,35.4835,7,7,1,0,0,10.4506,0.0182484,0.133647,8.14963,0.182548,True
aeeem,org::eclipse::jdt::core::dom::ChildListPropertyDescriptor,4,2,3,1,3,0,2,0,14.0,3.0,15,0,0,2.0,2,4.0,4.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::core::dom::ChildListPropertyDescriptor,1.0,9,4,5,224.857,11.0,10.0,0,5.0,1.22222,5.0,1.11111,1.0,0.111111,86.3117,1,1,0,0,0,6.70304,0.00406141,0.152618,8.10942,0.231938,True
aeeem,org::eclipse::jdt::internal::compiler::ast::TypeDeclaration,63,3,36,33,351,2,30,391,624.0,27.0,42,0,1,26.0,25,172.0,148.0,3,0,0,0,0,1,aeeem,org::eclipse::jdt::internal::compiler::ast::TypeDeclaration,499.0,193,12,30,367.0,6571.0,6072.0,0,1071.0,34.0466,1123.0,31.4611,174.0,2.58549,111.711,60,57,6,2,1,37.7605,0.264394,0.222874,8.91639,0.371919,True
aeeem,org::eclipse::jdt::core::dom::ASTRequestor,1,1,1,1,6,1,1,0,20.0,4.0,8,0,0,1.0,3,5.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::core::dom::ASTRequestor,66.0,12,5,2,193.571,228.0,162.0,0,53.0,19.0,35.0,13.5,40.0,5.5,4.72807,2,2,0,0,0,2.96868,0.00114952,0.0034669,0.0667091,6.29834e-05,True
aeeem,org::eclipse::jdt::internal::core::search::AbstractJavaSearchScope,1,2,1,0,1,2,0,5,0.0,2.0,19,0,0,0.0,2,2.0,0.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::search::AbstractJavaSearchScope,0.0,1,1,0,7.85714,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::jdt::core::search::SearchPattern,36,2,18,23,190,2,12,3,1126.0,20.0,13,2,6,0.0,14,244.0,276.0,1,0,0,0,0,1,aeeem,org::eclipse::jdt::core::search::SearchPattern,1609.0,91,9,8,236.0,6880.0,5271.0,0,1627.0,75.6044,1359.0,57.9231,583.0,17.6813,96.0161,37,31,1,0,1,28.279,0.884194,0.0785823,0.764092,0.165991,True
aeeem,org::eclipse::jdt::core::jdom::DOMFactory,4,1,1,3,45,0,1,0,52.0,10.0,17,0,0,1.0,10,34.0,17.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::core::jdom::DOMFactory,-4.0,35,7,6,367.0,405.0,409.0,0,155.0,11.5714,155.0,11.6857,12.0,-0.114286,46.4272,3,2,0,0,0,8.22982,0.00609829,0.154538,8.14431,0.231997,True
aeeem,org::eclipse::jdt::internal::core::util::SignatureAttribute,6,3,3,3,3,0,2,1,16.0,3.0,31,2,0,0.0,2,8.0,4.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::util::SignatureAttribute,98.0,6,3,3,228.857,104.0,6.0,0,49.0,17.3333,4.0,1.0,49.0,16.3333,14.8173,0,0,0,0,0,4.07501,0.00220824,0.0062193,0.097153,0.00103086,True
aeeem,org::eclipse::jdt::internal::core::BinaryMember,18,6,3,15,91,3,0,53,127.0,14.0,170,0,1,0.0,10,61.0,29.0,1,0,0,0,0,1,aeeem,org::eclipse::jdt::internal::core::BinaryMember,92.0,43,6,6,367.0,409.0,317.0,0,105.0,9.51163,110.0,7.37209,79.0,2.13953,133.861,10,7,1,0,2,15.7424,0.0310248,0.149122,8.29536,0.216848,True
aeeem,org::eclipse::jdt::internal::compiler::ast::MessageSend,22,4,5,17,136,5,13,384,494.0,17.0,77,0,0,13.0,17,191.0,166.0,4,0,0,0,0,1,aeeem,org::eclipse::jdt::internal::compiler::ast::MessageSend,407.0,168,10,12,367.0,2126.0,1719.0,0,307.0,12.6548,307.0,10.2321,63.0,2.42262,129.876,37,31,3,3,0,30.738,0.109581,0.197734,8.7181,0.317602,True
aeeem,org::eclipse::jdt::internal::core::XMLWriter,2,2,2,0,0,0,0,0,3.0,1.0,43,0,0,0.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::XMLWriter,-60.0,20,7,4,244.571,115.0,175.0,0,14.0,5.75,94.0,8.75,5.0,-3.0,99.8596,4,4,0,0,0,10.5335,0.0340213,0.0166018,0.252483,0.00498488,True
aeeem,org::eclipse::jdt::internal::compiler::parser::JavadocParser,27,2,7,20,210,4,6,133,795.0,21.0,46,4,0,2.0,3,171.0,212.0,3,0,0,0,0,1,aeeem,org::eclipse::jdt::internal::compiler::parser::JavadocParser,-292.0,92,9,12,239.143,2972.0,3264.0,0,319.0,32.3043,892.0,35.4783,168.0,-3.17391,49.4217,59,50,5,2,3,24.2321,0.124182,0.0943869,0.704466,0.193358,True
aeeem,org::eclipse::jdt::internal::eval::CodeSnippetSingleNameReference,21,7,1,20,55,0,2,448,591.0,11.0,115,0,0,2.0,11,220.0,156.0,2,0,0,0,0,1,aeeem,org::eclipse::jdt::internal::eval::CodeSnippetSingleNameReference,-89.0,76,7,10,367.0,1763.0,1852.0,0,600.0,23.1974,600.0,24.3684,43.0,-1.17105,81.0014,16,15,3,2,0,17.8868,0.0596056,0.184833,8.41605,0.337749,True
aeeem,org::eclipse::jdt::internal::compiler::parser::RecoveredInitializer,9,3,1,8,45,0,7,126,166.0,10.0,44,0,0,7.0,10,40.0,39.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::parser::RecoveredInitializer,71.0,54,7,8,367.0,740.0,669.0,0,243.0,13.7037,243.0,12.3889,85.0,1.31481,94.1838,6,5,0,0,2,10.2069,0.0394717,0.171941,8.22695,0.299491,True
aeeem,org::eclipse::jdt::internal::core::util::WeakHashSetOfCharArray,3,1,0,3,45,0,4,0,144.0,10.0,8,0,3,4.0,7,40.0,37.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::util::WeakHashSetOfCharArray,11.0,4,4,1,141.714,18.0,7.0,0,17.0,4.5,6.0,1.75,11.0,2.75,23.2937,1,1,0,0,0,2.27054,0.00171284,0.00387962,0.0557912,0.000723901,True
aeeem,org::eclipse::jdt::internal::compiler::ast::Expression,108,3,92,18,528,15,4,380,760.0,33.0,38,0,2,4.0,31,281.0,234.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::ast::Expression,602.0,149,11,12,367.0,5262.0,4660.0,0,483.0,35.3154,483.0,31.2752,226.0,4.04027,148.462,57,51,11,8,0,33.6845,0.638785,0.210199,8.79785,0.334186,True
aeeem,org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithAnnotations,5,3,3,3,10,1,1,13,35.0,5.0,55,0,0,0.0,1,12.0,13.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithAnnotations,0.0,2,2,1,127.0,1.0,1.0,0,1.0,0.5,1.0,0.5,0.0,0.0,69.2857,0,0,0,0,0,1.06049,0.000678105,0.00371141,0.0316289,0.00673218,True
aeeem,org::eclipse::jdt::internal::core::util::ConstantPool,3,2,1,2,10,0,3,0,72.0,5.0,22,3,1,0.0,3,55.0,15.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::util::ConstantPool,-1.0,10,3,4,322.714,60.0,61.0,0,32.0,6.0,33.0,6.1,0.0,-0.1,97.4809,0,0,0,0,0,4.07501,0.00220824,0.0062193,0.097153,0.00103086,True
aeeem,org::eclipse::jdt::internal::compiler::ast::ArrayTypeReference,7,6,5,3,15,2,2,385,52.0,6.0,95,0,0,2.0,5,17.0,12.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::ast::ArrayTypeReference,58.0,47,5,7,367.0,320.0,262.0,0,52.0,6.80851,52.0,5.57447,20.0,1.23404,92.4138,4,4,0,0,0,6.73444,0.00399605,0.132755,8.07051,0.197855,True
aeeem,org::eclipse::jdt::internal::compiler::impl::IntConstant,5,2,5,0,66,0,16,152,55.0,12.0,41,15,1,1.0,11,14.0,27.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::impl::IntConstant,26.0,37,6,6,367.0,284.0,258.0,0,64.0,7.67568,64.0,6.97297,22.0,0.702703,81.749,1,1,0,0,0,6.77104,0.00888686,0.0101348,0.160922,0.00120756,True
aeeem,org::eclipse::jdt::internal::core::search::matching::SuperTypeReferencePattern,7,4,1,6,28,0,15,61,214.0,8.0,45,0,0,10.0,5,47.0,53.0,1,0,0,0,0,1,aeeem,org::eclipse::jdt::internal::core::search::matching::SuperTypeReferencePattern,-156.0,82,8,7,367.0,2577.0,2733.0,0,325.0,31.4268,325.0,33.3293,81.0,-1.90244,77.5985,11,9,0,0,0,12.566,0.0182439,0.1376,8.20489,0.177692,True
aeeem,org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedAllocationExpression,5,6,1,4,3,0,0,394,32.0,3.0,102,0,0,0.0,3,17.0,11.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedAllocationExpression,-1.0,29,5,4,367.0,184.0,185.0,0,69.0,6.34483,69.0,6.37931,6.0,-0.0344828,49.3261,0,0,0,0,0,4.07501,0.00220824,0.0062193,0.097153,0.00103086,True
aeeem,org::eclipse::jdt::core::dom::SuperFieldAccess,5,3,1,5,105,0,5,95,96.0,15.0,73,3,0,0.0,6,51.0,25.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::core::dom::SuperFieldAccess,201.0,39,7,14,333.143,465.0,264.0,0,167.0,11.9231,167.0,6.76923,74.0,5.15385,70.569,10,9,0,0,0,7.95479,0.00397769,0.154542,8.1394,0.232145,True
aeeem,org::eclipse::jdt::internal::core::ExternalPackageFragmentRoot,6,5,1,5,78,0,1,62,56.0,13.0,202,0,0,0.0,8,22.0,20.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::ExternalPackageFragmentRoot,17.0,7,1,0,16.0,23.0,6.0,0,11.0,3.28571,4.0,0.857143,10.0,2.42857,2.03106,5,2,0,0,1,2.27131,0.00266082,0.041741,0.134373,0.141951,True
aeeem,org::eclipse::jdt::internal::compiler::lookup::MethodScope,55,3,44,15,105,0,12,274,378.0,15.0,103,0,2,12.0,11,93.0,110.0,1,1,0,0,0,1,aeeem,org::eclipse::jdt::internal::compiler::lookup::MethodScope,112.0,89,9,9,367.0,2001.0,1889.0,0,399.0,22.4831,399.0,21.2247,117.0,1.25843,118.103,24,20,3,1,1,14.8368,0.135188,0.0280398,0.367434,0.0304744,True
aeeem,org::eclipse::jdt::internal::compiler::CompilationResult,31,1,24,7,190,0,24,0,245.0,20.0,8,3,3,21.0,17,72.0,72.0,1,0,0,0,0,1,aeeem,org::eclipse::jdt::internal::compiler::CompilationResult,266.0,81,9,18,367.0,1835.0,1569.0,0,349.0,22.6543,379.0,19.3704,79.0,3.28395,130.299,22,16,0,0,0,23.6109,0.153622,0.170381,8.5032,0.243506,True
aeeem,org::eclipse::jdt::internal::core::util::KeyToSignature,5,2,2,3,300,0,13,2,258.0,25.0,41,8,1,1.0,24,130.0,56.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::util::KeyToSignature,291.0,32,4,1,175.714,413.0,122.0,0,92.0,12.9062,26.0,3.8125,80.0,9.09375,24.9862,18,17,4,0,0,14.3292,0.0621304,0.0250814,0.349752,0.0189098,True
aeeem,org::eclipse::jdt::internal::core::jdom::DOMType,14,4,4,11,703,0,14,50,419.0,38.0,185,0,0,0.0,20,162.0,94.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::jdom::DOMType,121.0,58,7,11,367.0,1851.0,1730.0,0,721.0,31.9138,721.0,29.8276,77.0,2.08621,49.3741,11,11,2,2,0,12.0518,0.00989231,0.0193642,0.290484,0.0051789,True
aeeem,org::eclipse::jdt::internal::compiler::ast::ForStatement,11,3,0,11,15,0,11,380,343.0,6.0,38,2,0,9.0,6,106.0,91.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::ast::ForStatement,94.0,86,8,11,367.0,1629.0,1535.0,0,335.0,18.9419,335.0,17.8488,65.0,1.09302,76.4774,18,16,2,1,1,16.4642,0.0287867,0.0286204,0.403196,0.0152769,True
aeeem,org::eclipse::jdt::internal::compiler::lookup::MissingTypeBinding,3,5,1,2,10,0,0,58,34.0,5.0,179,0,0,0.0,4,12.0,7.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::lookup::MissingTypeBinding,0.0,2,2,1,16.5714,1.0,1.0,0,1.0,0.5,1.0,0.5,0.0,0.0,13.5714,1,1,0,0,0,1.47165,0.0013687,0.112489,7.91776,0.140566,True
aeeem,org::eclipse::jdt::internal::compiler::ast::TrueLiteral,3,6,1,2,21,0,1,384,39.0,7.0,79,0,0,0.0,7,14.0,11.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::ast::TrueLiteral,-7.0,24,4,5,367.0,167.0,174.0,0,70.0,6.95833,70.0,7.25,8.0,-0.291667,66.3601,2,2,1,1,0,7.2883,0.00322632,0.0120812,0.177191,0.00316137,True
aeeem,org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword3,1,7,1,0,15,0,1,419,21.0,6.0,118,1,0,0.0,6,10.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword3,4.0,11,6,4,282.0,21.0,17.0,0,4.0,1.90909,4.0,1.54545,3.0,0.363636,82.7755,2,0,0,0,0,6.93237,0.00313282,0.00985736,0.162632,0.00115402,True
aeeem,org::eclipse::jdt::internal::formatter::FormatJavadocText,6,2,3,4,136,0,7,119,197.0,17.0,16,1,1,6.0,7,54.0,68.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::formatter::FormatJavadocText,111.0,7,2,2,9.14286,139.0,28.0,0,75.0,19.8571,13.0,4.0,63.0,15.8571,1.58068,7,6,1,0,1,1.69533,0.0394985,0.0446887,0.127957,0.126468,True
aeeem,org::eclipse::jdt::internal::core::ImportDeclarationElementInfo,1,4,1,0,0,0,0,7,0.0,1.0,28,0,0,0.0,1,1.0,0.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::ImportDeclarationElementInfo,-12.0,10,6,3,271.0,16.0,28.0,0,5.0,1.6,18.0,2.8,5.0,-1.2,86.4107,3,3,0,0,0,5.33714,0.00382679,0.00771314,0.1256,0.00106076,True
aeeem,org::eclipse::jdt::internal::formatter::comment::SubstitutionTextReader,5,1,2,3,55,2,7,0,81.0,11.0,28,7,0,0.0,5,29.0,21.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::formatter::comment::SubstitutionTextReader,2.0,7,1,6,168.857,12.0,10.0,0,4.0,1.71429,4.0,1.42857,2.0,0.285714,93.3452,4,3,1,0,0,3.17525,0.00223339,0.00797677,0.0850172,0.0117179,True
aeeem,org::eclipse::jdt::internal::compiler::ast::NormalAnnotation,6,5,4,2,10,1,1,388,45.0,5.0,78,0,0,1.0,5,13.0,16.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::ast::NormalAnnotation,158.0,18,6,9,222.714,211.0,53.0,1,84.0,11.7222,14.0,2.94444,84.0,8.77778,21.6087,2,1,0,0,0,8.43551,0.00627586,0.142794,8.12637,0.214433,True
aeeem,org::eclipse::jdt::internal::compiler::lookup::SourceTypeBinding,55,4,32,32,1275,1,15,49,1461.0,51.0,148,8,2,7.0,43,446.0,456.0,6,0,1,0,0,1,aeeem,org::eclipse::jdt::internal::compiler::lookup::SourceTypeBinding,862.0,224,12,16,367.0,6579.0,5717.0,0,1041.0,29.3705,1041.0,25.5223,146.0,3.84821,115.991,74,67,16,5,0,39.1311,0.285371,0.244915,8.98854,0.430462,True
aeeem,org::eclipse::jdt::internal::core::SetContainerOperation,14,3,1,13,15,0,3,19,167.0,6.0,67,0,4,3.0,1,51.0,36.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::SetContainerOperation,24.0,10,2,2,105.0,86.0,62.0,0,60.0,8.6,51.0,6.2,9.0,2.4,22.3239,5,5,3,1,0,6.98868,0.0227382,0.0643822,0.298201,0.136898,True
aeeem,org::eclipse::jdt::internal::compiler::lookup::AnnotationBinding,13,1,8,6,45,1,2,0,151.0,10.0,8,0,3,2.0,6,53.0,53.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::compiler::lookup::AnnotationBinding,155.0,12,5,3,184.714,233.0,78.0,0,165.0,19.4167,34.0,6.5,131.0,12.9167,78.8087,4,3,0,0,1,9.16287,0.0392627,0.152103,8.16642,0.248182,True
aeeem,org::eclipse::jdt::internal::core::LRUCacheEnumerator,1,1,1,0,3,0,1,0,11.0,3.0,8,0,0,0.0,3,3.0,3.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::LRUCacheEnumerator,2.0,15,5,4,367.0,121.0,119.0,0,69.0,8.06667,69.0,7.93333,6.0,0.133333,68.9906,0,0,0,0,0,5.07933,0.00335126,0.00762499,0.120678,0.00111852,True
aeeem,org::eclipse::jdt::internal::core::JavaModelInfo,3,3,1,2,3,0,1,3,27.0,3.0,17,0,1,1.0,1,7.0,8.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::core::JavaModelInfo,-30.0,27,5,5,367.0,152.0,182.0,0,42.0,5.62963,32.0,6.74074,41.0,-1.11111,62.4445,2,2,0,0,0,4.07501,0.00220824,0.0062193,0.097153,0.00103086,True
aeeem,org::eclipse::jdt::core::dom::MethodDeclaration,15,3,8,9,595,0,23,97,319.0,35.0,84,11,0,0.0,18,156.0,81.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::core::dom::MethodDeclaration,936.0,73,8,16,333.143,2096.0,1160.0,0,439.0,28.7123,439.0,15.8904,282.0,12.8219,84.0883,15,13,0,0,1,7.18067,0.0119023,0.151655,8.11431,0.230995,True
aeeem,org::eclipse::jdt::internal::core::search::matching::AndPattern,2,5,1,2,10,0,2,61,50.0,5.0,49,0,1,1.0,1,10.0,15.0,1,0,0,0,0,1,aeeem,org::eclipse::jdt::internal::core::search::matching::AndPattern,-133.0,50,8,6,367.0,574.0,707.0,0,115.0,11.48,115.0,14.14,14.0,-2.66,119.907,4,4,0,0,0,13.8528,0.0686472,0.141381,8.23988,0.18781,True
aeeem,org::eclipse::jdt::internal::eval::CodeSnippetSuperReference,3,7,1,2,28,0,0,398,25.0,8.0,107,0,0,0.0,8,10.0,8.0,0,0,0,0,0,0,aeeem,org::eclipse::jdt::internal::eval::CodeSnippetSuperReference,23.0,26,6,6,355.714,112.0,89.0,0,54.0,4.30769,54.0,3.42308,7.0,0.884615,79.8367,1,0,0,0,0,10.8205,0.0061972,0.0195642,0.267914,0.00981523,True
aeeem,org::eclipse::jdt::internal::core::search::matching::OrPattern,8,3,2,7,28,0,2,52,69.0,8.0,27,0,0,1.0,5,24.0,25.0,1,0,0,0,0,1,aeeem,org::eclipse::jdt::internal::core::search::matching::OrPattern,-116.0,60,7,3,367.0,986.0,1102.0,0,170.0,16.4333,170.0,18.3667,35.0,-1.93333,74.1623,6,4,0,0,0,7.86064,0.0275474,0.137064,8.10379,0.219378,True
