dataset_family_x,classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,defects,dataset_family_y,file_module_id,code_churn,commit_count,num_developers,bugfix_commit_count,days_since_last_modified,lines_added,lines_deleted,numberOfRefactoringsUntil,maxLinesAddedUntil,avgLinesAddedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,maxCodeChurnUntil,avgCodeChurnUntil,weightedAgeWithRespectTo,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,repo_metrics_available
aeeem,org::eclipse::mylyn::internal::tasks::core::TaskComment,7,1,5,2,120,0,8,0,53.0,16.0,24,8,0,0.0,16,19.0,16.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::core::TaskComment,3.0,6,2,0,45.2857,14.0,11.0,0,4.0,2.33333,4.0,1.83333,3.0,0.5,8.0,3,2,0,0,3,3.39209,0.00213619,0.151673,9.15904,0.235454,True
aeeem,org::eclipse::mylyn::internal::tasks::core::TaskDataStorageManager,5,1,0,5,153,0,3,0,211.0,18.0,9,3,3,0.0,15,90.0,57.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::core::TaskDataStorageManager,3.0,8,2,0,46.5714,22.0,19.0,0,8.0,2.75,8.0,2.375,4.0,0.375,8.61688,7,3,0,0,5,6.31013,0.00457386,0.1853,9.29392,0.368531,True
aeeem,org::eclipse::mylyn::internal::hypertext::ui::editors::WebResourceContentProvider,3,1,2,1,28,0,0,0,56.0,8.0,9,0,0,0.0,8,23.0,15.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::hypertext::ui::editors::WebResourceContentProvider,0.0,3,1,0,151.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::team::ccvs::CvsActiveChangeSetProvider,1,2,0,1,1,0,0,0,6.0,2.0,11,0,0,0.0,2,5.0,2.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::team::ccvs::CvsActiveChangeSetProvider,-32.0,4,1,0,118.857,2.0,34.0,0,2.0,0.5,32.0,8.5,0.0,-8.0,26.2857,3,2,0,0,2,2.8654,0.0145069,0.00717923,0.077595,0.00643021,True
aeeem,org::eclipse::mylyn::internal::monitor::ui::ShellLifecycleListener,2,1,1,1,15,0,1,0,40.0,6.0,9,1,0,0.0,6,15.0,8.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::monitor::ui::ShellLifecycleListener,15.0,11,3,0,90.7143,78.0,63.0,2,14.0,7.09091,14.0,5.72727,12.0,1.36364,23.4853,7,4,0,0,4,7.50839,0.0189542,0.173315,9.29668,0.300301,True
aeeem,org::eclipse::mylyn::internal::bugzilla::core::MultiBugReportFactory,7,2,1,6,1,0,0,1,26.0,2.0,11,0,0,0.0,2,17.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::bugzilla::core::MultiBugReportFactory,3.0,21,3,0,103.0,112.0,109.0,0,58.0,5.33333,58.0,5.19048,58.0,0.142857,23.6952,14,8,0,0,9,12.5709,0.0231278,0.223471,9.51024,0.456248,True
aeeem,org::eclipse::mylyn::internal::sandbox::ui::commands::ContextCapturePauseHandler,4,1,1,3,21,0,1,0,38.0,7.0,0,1,1,0.0,6,32.0,10.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::sandbox::ui::commands::ContextCapturePauseHandler,3.0,3,1,0,43.0,5.0,2.0,0,4.0,1.66667,1.0,0.666667,3.0,1.0,16.4571,2,0,0,0,1,1.84703,0.00132824,0.136921,9.09329,0.175609,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskOutlinePage,8,1,2,6,6,0,4,0,81.0,4.0,0,3,0,0.0,4,16.0,8.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskOutlinePage,32.0,32,3,0,139.571,103.0,71.0,2,23.0,3.21875,9.0,2.21875,21.0,1.0,58.4175,26,8,0,0,18,22.6267,0.0339478,0.244168,9.77908,0.501247,True
aeeem,org::eclipse::mylyn::ide::ui::AbstractFocusMarkerViewAction,7,2,1,6,6,5,1,8,50.0,4.0,25,1,0,0.0,3,23.0,14.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::ide::ui::AbstractFocusMarkerViewAction,1.0,10,2,0,43.0,155.0,154.0,0,102.0,15.5,104.0,15.4,102.0,0.1,3.29217,6,3,0,0,4,4.83045,0.0195924,0.172387,9.23327,0.316587,True
aeeem,org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityReferenceReplacementToken,5,3,4,1,0,0,0,0,3.0,1.0,26,0,0,0.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityReferenceReplacementToken,1.0,5,2,1,32.7143,7.0,6.0,0,4.0,1.4,4.0,1.2,1.0,0.2,9.55102,4,4,0,0,0,1.49003,0.00136379,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::editors::TaskListChangeAdapter,1,1,1,0,1,1,0,0,2.0,2.0,10,0,0,0.0,2,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::editors::TaskListChangeAdapter,0.0,6,3,0,47.4286,7.0,7.0,1,4.0,1.16667,3.0,1.16667,3.0,0.0,18.7755,4,1,0,0,3,4.17741,0.00129052,0.160399,9.19476,0.270741,True
aeeem,org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextContextStructureBridge,13,2,1,12,120,0,2,1,214.0,16.0,23,1,4,0.0,11,91.0,53.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextContextStructureBridge,-4.0,2,1,0,8.0,1.0,5.0,0,1.0,0.5,5.0,2.5,0.0,-2.0,7.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::wikitext::ui::util::css::CssParser,20,1,6,14,28,0,8,0,115.0,8.0,9,7,4,0.0,4,64.0,30.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::ui::util::css::CssParser,10.0,3,1,1,7.42857,21.0,11.0,1,16.0,7.0,9.0,3.66667,7.0,3.33333,1.65986,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoryLabelProvider,11,1,6,5,28,0,0,0,57.0,8.0,9,0,0,0.0,8,23.0,15.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoryLabelProvider,38.0,26,3,0,139.571,147.0,109.0,0,45.0,5.65385,43.0,4.19231,21.0,1.46154,28.2323,18,7,1,0,11,14.7305,0.110027,0.194064,9.49891,0.33466,True
aeeem,org::eclipse::mylyn::internal::bugzilla::core::BugzillaFlagMapper,11,1,3,9,91,0,6,0,83.0,14.0,9,6,0,0.0,14,59.0,18.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::bugzilla::core::BugzillaFlagMapper,21.0,5,2,0,13.5714,35.0,14.0,0,15.0,7.0,9.0,2.8,14.0,4.2,4.30612,4,3,0,0,2,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPeoplePart,8,2,0,8,6,0,1,1,84.0,4.0,19,1,1,0.0,2,53.0,16.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPeoplePart,112.0,10,3,1,42.0,133.0,21.0,0,90.0,13.3,5.0,2.1,89.0,11.2,2.67025,8,4,0,0,5,5.39677,0.0125343,0.181826,9.26485,0.350936,True
aeeem,org::eclipse::mylyn::internal::tasks::bugs::TasksBugsPlugin,2,1,1,1,10,0,3,0,19.0,5.0,0,2,0,0.0,5,8.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::bugs::TasksBugsPlugin,44.0,13,2,0,47.5714,99.0,55.0,0,43.0,7.61538,42.0,4.23077,42.0,3.38462,8.95094,8,2,0,0,2,4.83045,0.0113954,0.172387,9.23327,0.316587,True
aeeem,org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerTaskMapping,1,2,1,0,1,0,1,0,6.0,2.0,54,1,0,0.0,2,2.0,2.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerTaskMapping,0.0,1,1,0,6.42857,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::tasks::tests::connector::MockTask,4,4,3,1,15,0,1,2,23.0,6.0,170,1,0,0.0,6,8.0,7.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::tasks::tests::connector::MockTask,3.0,4,2,0,49.8571,6.0,3.0,0,4.0,1.5,1.0,0.75,3.0,0.75,23.119,3,2,0,0,3,3.39209,0.00108068,0.151673,9.15904,0.235454,True
aeeem,org::eclipse::mylyn::internal::commons::ui::NotificationPopupColors,1,1,1,0,105,0,6,0,122.0,15.0,9,6,10,0.0,5,45.0,23.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::commons::ui::NotificationPopupColors,4.0,3,1,0,45.8571,7.0,3.0,0,5.0,2.33333,2.0,1.0,4.0,1.33333,26.102,3,0,0,0,2,1.84703,0.00113849,0.136921,9.09329,0.175609,True
aeeem,org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssSessionCallback,6,2,1,5,15,4,3,0,91.0,6.0,14,3,3,0.0,2,36.0,16.0,1,1,0,0,0,1,aeeem,org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssSessionCallback,6.0,7,2,0,54.0,28.0,22.0,0,8.0,4.0,8.0,3.14286,5.0,0.857143,24.7653,5,3,1,0,2,3.05536,0.00447531,0.145929,9.13982,0.210507,True
aeeem,org::eclipse::mylyn::zest::tests::swt::LayoutExample,2,1,0,2,0,0,0,0,48.0,1.0,9,0,0,0.0,1,12.0,5.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::zest::tests::swt::LayoutExample,0.0,2,1,0,80.5714,2.0,2.0,0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2,2,0,0,0,0.903836,0.000545541,0.00316207,0.0269541,0.00573197,True
aeeem,org::xplanner::soap::XPlanner::XPlannerHttpSender,4,1,0,4,1,0,3,0,14.0,2.0,0,0,0,0.0,1,9.0,2.0,0,0,0,0,0,0,aeeem,org::xplanner::soap::XPlanner::XPlannerHttpSender,14.0,7,3,2,88.0,25.0,11.0,0,11.0,3.57143,4.0,1.57143,7.0,2.0,44.3086,5,2,0,0,2,5.14521,0.00295604,0.0303709,0.180548,0.101862,True
aeeem,org::eclipse::mylyn::internal::pde::ui::Messages,0,1,0,0,0,0,3,0,3.0,1.0,0,1,0,2.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::pde::ui::Messages,0.0,3,1,0,19.1429,31.0,31.0,0,31.0,10.3333,31.0,10.3333,31.0,0.0,5.14286,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSeveritySearchSorter,2,1,0,2,1,0,0,0,36.0,2.0,0,0,0,0.0,2,10.0,5.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSeveritySearchSorter,-2.0,7,2,0,148.571,15.0,17.0,0,6.0,2.14286,8.0,2.42857,3.0,-0.285714,82.3333,5,2,0,0,2,5.5048,0.00223878,0.157879,9.21892,0.243226,True
aeeem,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityLabelProvider,12,2,1,11,15,0,5,0,115.0,6.0,6,5,0,0.0,6,40.0,30.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityLabelProvider,3.0,7,3,0,44.7143,11.0,8.0,1,4.0,1.57143,2.0,1.14286,3.0,0.428571,11.1299,5,2,0,0,2,4.17741,0.00153638,0.160399,9.19476,0.270741,True
aeeem,org::eclipse::mylyn::internal::tasks::core::sync::SynchronizeRepositoriesJob,12,2,1,11,21,0,6,0,109.0,7.0,3,6,2,0.0,5,52.0,16.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::core::sync::SynchronizeRepositoriesJob,50.0,23,3,0,48.7143,121.0,71.0,0,27.0,5.26087,15.0,3.08696,21.0,2.17391,15.2243,16,9,1,0,9,7.5628,0.0221588,0.200018,9.35224,0.423553,True
aeeem,org::eclipse::mylyn::internal::wikitext::ui::util::OutlineItemAdapterFactory,1,1,0,1,1,0,1,0,9.0,2.0,18,1,0,0.0,2,3.0,4.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::ui::util::OutlineItemAdapterFactory,0.0,1,1,0,8.57143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssScanner,3,1,1,2,0,0,0,0,6.0,1.0,0,0,0,0.0,1,8.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssScanner,0.0,1,1,0,6.42857,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::wikitext::textile::core::token::FootnoteReferenceReplacementToken,2,2,1,1,6,0,0,0,9.0,4.0,22,0,0,0.0,1,5.0,3.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::textile::core::token::FootnoteReferenceReplacementToken,16.0,6,2,0,32.7143,35.0,19.0,0,19.0,5.83333,11.0,3.16667,8.0,2.66667,18.6735,5,5,0,0,0,2.38141,0.00195183,0.132656,9.07779,0.205382,True
aeeem,org::eclipse::mylyn::internal::xplanner::ui::XPlannerClientFacade,29,1,9,22,105,0,2,0,146.0,15.0,13,2,2,0.0,13,84.0,28.0,1,1,0,0,0,1,aeeem,org::eclipse::mylyn::internal::xplanner::ui::XPlannerClientFacade,0.0,1,1,0,6.42857,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::dialogs::UiLegendControl,11,1,1,10,136,0,5,0,483.0,17.0,0,5,14,0.0,3,98.0,32.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::dialogs::UiLegendControl,1.0,4,2,0,39.5714,68.0,67.0,0,63.0,17.0,65.0,16.75,3.0,0.25,24.3761,3,1,0,0,2,1.84703,0.000948744,0.136921,9.09329,0.175609,True
aeeem,org::eclipse::mylyn::internal::tasks::bugs::TaskContributorManager,8,1,1,7,28,0,6,0,89.0,8.0,9,6,2,0.0,6,34.0,13.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::bugs::TaskContributorManager,34.0,15,2,0,47.5714,74.0,40.0,0,33.0,4.93333,9.0,2.66667,24.0,2.26667,13.7529,9,2,0,0,4,5.63443,0.00624626,0.175647,9.25922,0.331448,True
aeeem,org::eclipse::mylyn::wikitext::confluence::core::Main,2,2,0,2,3,0,0,0,12.0,3.0,12,0,0,0.0,2,7.0,2.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::wikitext::confluence::core::Main,-1.0,3,1,0,32.7143,3.0,4.0,0,2.0,1.0,4.0,1.33333,1.0,-0.333333,1.71429,2,2,0,0,0,1.49003,0.00119332,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::internal::tasks::core::sync::Messages,0,1,0,0,0,0,22,0,3.0,1.0,0,1,0,21.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::core::sync::Messages,-2.0,2,1,1,14.7143,0.0,2.0,0,0.0,0.0,2.0,1.0,0.0,-1.0,0.0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::trac::core::TracWikiHandler,9,2,0,9,21,0,1,0,69.0,7.0,14,1,1,0.0,6,46.0,9.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::trac::core::TracWikiHandler,58.0,13,2,0,84.7143,88.0,30.0,0,40.0,6.76923,11.0,2.30769,40.0,4.46154,19.0731,10,6,1,0,7,9.71828,0.0252785,0.194405,9.39178,0.385205,True
aeeem,org::eclipse::mylyn::internal::bugzilla::core::SaxConfigurationContentHandler,7,1,0,7,15,0,83,0,373.0,6.0,51,83,1,0.0,5,185.0,139.0,1,0,0,0,1,1,aeeem,org::eclipse::mylyn::internal::bugzilla::core::SaxConfigurationContentHandler,185.0,15,3,0,148.571,495.0,310.0,0,112.0,33.0,156.0,20.6667,61.0,12.3333,75.0346,11,4,0,0,8,9.70413,0.167798,0.174755,9.34611,0.289796,True
aeeem,org::eclipse::mylyn::internal::team::ccvs::CvsCommitWorkflowProvider,1,2,0,1,1,0,1,0,26.0,2.0,11,1,0,0.0,2,11.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::team::ccvs::CvsCommitWorkflowProvider,0.0,4,1,0,118.857,4.0,4.0,0,3.0,1.0,3.0,1.0,0.0,0.0,19.7143,3,2,0,0,2,2.8654,0.00129687,0.00717923,0.077595,0.00643021,True
aeeem,org::eclipse::mylyn::examples::monitor::study::SubmitFeedbackPage,15,1,8,7,105,0,16,0,313.0,15.0,0,16,2,0.0,13,56.0,33.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::examples::monitor::study::SubmitFeedbackPage,8.0,12,2,0,109.857,45.0,37.0,4,20.0,3.75,12.0,3.08333,8.0,0.666667,44.1079,8,2,0,0,8,10.1692,0.00874827,0.177941,9.36622,0.299239,True
aeeem,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchJob,6,1,1,5,1,0,1,0,57.0,2.0,0,1,0,0.0,1,22.0,2.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchJob,3.0,5,2,0,88.0,6.0,3.0,0,4.0,1.2,1.0,0.6,3.0,0.6,54.5952,5,2,0,0,5,4.66839,0.00127343,0.163296,9.21193,0.278205,True
aeeem,org::eclipse::mylyn::context::core::InterestComparator,3,1,1,2,1,0,0,0,15.0,2.0,9,0,0,0.0,2,4.0,5.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::context::core::InterestComparator,2.0,8,2,0,139.714,23.0,21.0,0,7.0,2.875,9.0,2.625,3.0,0.25,66.1242,7,3,0,0,5,5.99636,0.00281802,0.153529,9.22107,0.215916,True
aeeem,org::eclipse::mylyn::internal::context::ui::ContextEditorManager,23,2,2,22,91,0,9,0,303.0,14.0,17,9,5,0.0,9,150.0,60.0,1,1,0,0,0,1,aeeem,org::eclipse::mylyn::internal::context::ui::ContextEditorManager,59.0,14,2,0,47.4286,215.0,156.0,0,108.0,15.3571,60.0,11.1429,94.0,4.21429,6.12691,14,6,0,0,7,4.88878,0.0128363,0.166327,9.22338,0.29442,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::TaskHyperlink,5,2,3,2,3,0,1,1,27.0,3.0,6,1,0,0.0,3,16.0,5.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::TaskHyperlink,4.0,4,2,0,39.8571,10.0,6.0,0,5.0,2.5,4.0,1.5,4.0,1.0,19.7857,3,0,0,0,2,1.84703,0.00113849,0.136921,9.09329,0.175609,True
aeeem,org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::SimplePhraseModifier,1,3,1,0,0,0,0,1,3.0,1.0,28,0,0,0.0,1,1.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::SimplePhraseModifier,0.0,3,2,0,32.7143,5.0,5.0,0,3.0,1.66667,3.0,1.66667,0.0,0.0,6.05714,2,2,0,0,0,1.49003,0.00102285,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityContentProvider,3,1,1,2,36,0,1,0,46.0,9.0,11,1,0,0.0,9,22.0,10.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityContentProvider,4.0,5,2,0,46.0,17.0,13.0,0,9.0,3.4,8.0,2.6,3.0,0.8,7.95798,4,1,0,0,2,4.17741,0.002106,0.160399,9.19476,0.270741,True
aeeem,org::eclipse::mylyn::internal::monitor::ui::CheckActivityJob,6,1,3,3,21,1,6,0,72.0,7.0,0,4,0,0.0,5,18.0,18.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::monitor::ui::CheckActivityJob,5.0,5,1,0,22.7143,139.0,134.0,3,131.0,27.8,131.0,26.8,131.0,1.0,0.219938,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::tasks::ui::TaskHyperlinkPresenter,6,1,0,6,28,0,4,0,89.0,8.0,0,4,1,0.0,7,44.0,32.0,1,1,0,0,0,1,aeeem,org::eclipse::mylyn::tasks::ui::TaskHyperlinkPresenter,-5.0,2,1,0,18.0,0.0,5.0,0,0.0,0.0,5.0,2.5,0.0,-2.5,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,True
