dataset_family,file_module_id,code_churn,commit_count,num_developers,bugfix_commit_count,days_since_last_modified,lines_added,lines_deleted,numberOfRefactoringsUntil,maxLinesAddedUntil,avgLinesAddedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,maxCodeChurnUntil,avgCodeChurnUntil,weightedAgeWithRespectTo,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy
aeeem,org::eclipse::pde::internal::ui::editor::PDEFormTextEditorContributor,34.0,6,3,0,113.286,82.0,48.0,0,50.0,13.6667,42.0,8.0,50.0,5.66667,38.7613,3,0,0,0,0,7.63864,0.0174392,0.0239307,0.218025,0.0447282
aeeem,org::eclipse::pde::internal::core::builders::SchemaErrorReporter,25.0,8,5,0,133.571,107.0,82.0,0,49.0,13.375,63.0,10.25,33.0,3.125,87.9239,5,4,0,0,0,10.3932,0.0289439,0.0341136,0.300803,0.0684971
aeeem,org::eclipse::pde::internal::core::cheatsheet::comp::CompCSDependency,4.0,5,3,0,102.0,14.0,10.0,0,8.0,2.8,8.0,2.0,8.0,0.8,24.8776,2,2,0,0,0,6.12275,0.00547908,0.020705,0.179163,0.04143
aeeem,org::eclipse::pde::internal::ui::editor::target::ArgumentsSection,26.0,9,4,0,144.286,79.0,53.0,0,32.0,8.77778,42.0,5.88889,26.0,2.88889,74.7306,2,0,0,0,0,8.98492,0.0192032,0.0257861,0.249354,0.0451591
aeeem,org::eclipse::pde::internal::core::product::ArgumentsInfo,183.0,7,4,0,186.714,314.0,131.0,0,106.0,44.8571,88.0,18.7143,91.0,26.1429,70.7525,1,0,0,0,0,4.87416,0.0423102,0.013344,0.130918,0.0310698
aeeem,org::eclipse::pde::internal::core::search::ExtensionPluginSearchScope,87.0,6,3,1,64.0,94.0,7.0,0,39.0,15.6667,5.0,1.16667,39.0,14.5,7.75988,4,4,0,0,0,5.85726,0.0236388,0.0247221,0.184515,0.061849
aeeem,org::eclipse::ui::internal::views::log::Messages,31.0,17,1,1,49.4286,44.0,13.0,0,9.0,2.58824,7.0,0.764706,8.0,1.82353,13.8409,13,6,0,0,0,7.94205,0.0098549,0.0457686,0.277405,0.152188
aeeem,org::eclipse::pde::internal::ui::wizards::plugin::PluginContentPage,251.0,45,8,1,222.0,986.0,735.0,1,179.0,21.9111,150.0,16.3333,91.0,5.57778,104.763,14,11,3,1,0,22.9998,0.191977,0.0844452,0.660711,0.220466
aeeem,org::eclipse::pde::internal::ui::wizards::ctxhelp::NewCtxHelpOperation,0.0,1,1,0,33.1429,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::eclipse::pde::internal::core::build::Build,10.0,12,7,1,335.286,81.0,71.0,0,47.0,6.75,41.0,5.91667,6.0,0.833333,133.847,0,0,0,0,0,6.42599,0.00396796,0.0158461,0.168539,0.0313813
aeeem,org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSItemDetails,-202.0,31,4,0,104.286,472.0,674.0,0,105.0,15.2258,378.0,21.7419,75.0,-6.51613,27.5042,23,9,0,0,0,15.7896,0.212011,0.0445231,0.439259,0.0636045
aeeem,org::eclipse::pde::internal::runtime::spy::dialogs::SpyDialog,-271.0,17,1,0,52.4286,126.0,397.0,3,23.0,7.41176,326.0,23.3529,22.0,-15.9412,10.4875,5,3,0,0,0,8.96501,0.177304,0.0603233,0.329377,0.209759
aeeem,org::eclipse::pde::internal::ui::build::BuildFeatureAction,-32.0,36,5,0,240.714,176.0,208.0,0,17.0,4.88889,37.0,5.77778,15.0,-0.888889,65.1428,9,9,0,0,0,18.6755,0.0320414,0.0389264,0.472019,0.0534281
aeeem,org::eclipse::pde::ui::launcher::EquinoxLaunchConfiguration,210.0,39,4,0,155.429,627.0,417.0,2,185.0,16.0769,91.0,10.6923,185.0,5.38462,41.0601,11,11,4,1,0,21.0216,0.162209,0.0722067,0.604907,0.1722
aeeem,org::eclipse::pde::internal::core::exports::FeatureExportInfo,2.0,5,3,0,128.143,15.0,13.0,0,11.0,3.0,11.0,2.6,1.0,0.4,83.4857,2,1,0,0,0,5.98814,0.00344743,0.027985,0.189977,0.0871514
aeeem,org::eclipse::pde::internal::ui::launcher::ProgramBlock,372.0,15,3,0,156.429,440.0,68.0,0,191.0,29.3333,45.0,4.53333,191.0,24.8,13.2305,2,2,0,0,0,11.1043,0.0350077,0.0294145,0.301086,0.0468669
aeeem,org::eclipse::pde::internal::ui::PDEPlugin,-151.0,61,8,1,335.286,592.0,743.0,1,62.0,9.70492,176.0,12.1803,53.0,-2.47541,156.247,8,6,1,0,0,22.1695,0.127705,0.0650466,0.608177,0.142486
aeeem,org::eclipse::pde::internal::core::text::bundle::ExportPackageObject,438.0,18,5,1,151.143,706.0,268.0,0,157.0,39.2222,160.0,14.8889,121.0,24.3333,60.9278,7,6,0,0,0,14.0182,0.153476,0.0431189,0.396183,0.0851413
aeeem,org::eclipse::pde::internal::ui::wizards::product::NewProductFileAction,13.0,6,3,1,169.0,22.0,9.0,0,10.0,3.66667,6.0,1.5,10.0,2.16667,74.5844,0,0,0,0,0,5.32582,0.00301835,0.015453,0.14652,0.0344466
aeeem,org::eclipse::pde::internal::ui::search::dependencies::AddNewDependenciesAction,2.0,3,3,0,128.429,21.0,19.0,0,11.0,7.0,19.0,6.33333,10.0,0.666667,49.8639,0,0,0,0,0,3.18664,0.00253204,0.0122967,0.0957854,0.0341758
aeeem,org::eclipse::pde::internal::ui::tests::macro::NewMacroWizard,3.0,4,3,0,183.857,18.0,15.0,0,10.0,4.5,9.0,3.75,2.0,0.75,116.056,0,0,0,0,0,4.68802,0.00595426,0.0163329,0.13759,0.0373153
aeeem,org::eclipse::pde::internal::ui::editor::feature::PluginSection,181.0,54,9,1,335.286,775.0,594.0,0,195.0,14.3519,127.0,11.0,79.0,3.35185,138.62,24,20,1,0,2,16.953,0.107788,0.0361462,0.432626,0.0444842
aeeem,org::eclipse::pde::internal::core::text::bundle::SingleManifestHeader,163.0,12,4,0,151.0,277.0,114.0,0,116.0,23.0833,58.0,9.5,116.0,13.5833,21.1171,2,1,0,0,0,7.10446,0.0319829,0.0198681,0.194702,0.0377208
aeeem,org::eclipse::pde::internal::ui::refactoring::ManifestPackageMoveParticipant,54.0,12,2,0,158.0,94.0,40.0,1,34.0,7.83333,23.0,3.33333,34.0,4.5,25.3055,2,1,0,0,0,12.8088,0.0266778,0.0340185,0.34727,0.0555389
aeeem,org::eclipse::pde::internal::core::plugin::Fragment,36.0,34,8,2,335.286,204.0,168.0,1,30.0,6.0,38.0,4.94118,10.0,1.05882,133.715,4,4,0,0,0,12.3547,0.0114085,0.0297891,0.324343,0.049381
aeeem,org::eclipse::pde::internal::ui::editor::site::SiteEditor,191.0,42,9,1,302.571,657.0,466.0,0,203.0,15.6429,141.0,11.0952,194.0,4.54762,88.4264,8,7,2,0,0,17.2555,0.038878,0.0380987,0.44291,0.0543633
aeeem,org::eclipse::pde::internal::core::target::TargetObject,-1.0,5,3,0,144.857,8.0,9.0,1,4.0,1.6,6.0,1.8,1.0,-0.2,94.2143,1,1,0,0,0,6.09363,0.00329454,0.0232348,0.185614,0.0518362
aeeem,org::eclipse::pde::ui::launcher::MainTab,308.0,24,4,0,156.571,937.0,629.0,0,640.0,39.0417,564.0,26.2083,640.0,12.8333,11.344,7,4,0,0,0,17.0132,0.127028,0.0906105,0.560387,0.227326
aeeem,org::eclipse::pde::internal::ui::editor::context::XMLDocumentSetupParticpant,13.0,7,4,0,187.143,28.0,15.0,0,10.0,4.0,5.0,2.14286,10.0,1.85714,65.3571,1,1,0,0,0,9.16205,0.00559238,0.0224331,0.240619,0.0410128
aeeem,org::eclipse::pde::internal::ui::editor::build::JARFileFilter,14.0,10,5,0,263.429,52.0,38.0,0,18.0,5.2,20.0,3.8,11.0,1.4,112.464,1,1,0,0,0,7.83167,0.00405687,0.0182508,0.202284,0.0344576
aeeem,org::eclipse::pde::internal::ui::templates::osgi::OSGiPreferencesServiceTemplate,-7.0,2,2,0,95.5714,14.0,21.0,1,14.0,7.0,21.0,10.5,0.0,-3.5,58.5714,2,0,0,0,0,1.56044,0.00581974,0.00803114,0.0525856,0.0247077
aeeem,org::eclipse::pde::internal::core::text::toc::TocLink,205.0,5,2,0,59.5714,242.0,37.0,0,118.0,48.4,23.0,7.4,118.0,41.0,1.63872,0,0,0,0,0,3.71677,0.0150895,0.0160982,0.117977,0.0417074
aeeem,org::eclipse::pde::internal::ui::wizards::extension::ExtensionEditorSelectionPage,5.0,10,6,0,227.0,42.0,37.0,0,10.0,4.2,9.0,3.7,3.0,0.5,71.4558,0,0,0,0,0,9.36692,0.00986558,0.0197926,0.235736,0.0344271
aeeem,org::eclipse::pde::internal::core::text::bundle::BundleClasspathHeader,71.0,7,3,0,151.143,106.0,35.0,0,49.0,15.1429,14.0,5.0,49.0,10.1429,20.6159,1,0,0,0,0,5.36088,0.0112258,0.0176093,0.153661,0.0410516
aeeem,org::eclipse::pde::internal::ui::wizards::RenameDialog,96.0,16,7,0,246.571,204.0,108.0,0,75.0,12.75,71.0,6.75,69.0,6.0,99.1989,3,3,0,0,0,13.5092,0.0461181,0.039444,0.362505,0.100537
aeeem,org::eclipse::pde::internal::ui::editor::site::SiteInputContext,-1.0,12,7,0,227.429,96.0,97.0,0,54.0,8.0,52.0,8.08333,4.0,-0.0833333,70.3393,1,1,0,0,0,8.39741,0.005304,0.0196272,0.217436,0.0354069
aeeem,org::eclipse::pde::internal::ui::wizards::target::TargetDefinitionFromTargetOperation,9.0,5,4,0,136.286,17.0,8.0,0,10.0,3.4,6.0,1.6,10.0,1.8,34.1597,1,1,0,0,0,5.70432,0.0031823,0.0167261,0.157991,0.0353891
aeeem,org::eclipse::pde::internal::ui::refactoring::ResourceMoveParticipant,4.0,5,2,0,98.2857,41.0,37.0,2,11.0,8.2,35.0,7.4,10.0,0.8,48.4634,2,0,0,0,0,5.2122,0.0144765,0.024863,0.169698,0.0746005
aeeem,org::eclipse::pde::internal::runtime::MessageHelper,0.0,1,1,0,43.5714,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::eclipse::pde::internal::ui::editor::plugin::ExtensionContentProvider,80.0,2,1,0,36.0,80.0,0.0,0,80.0,40.0,0.0,0.0,80.0,40.0,0.0,0,0,0,0,0,1.77712,0.00311572,0.00961856,0.0609203,0.0309529
aeeem,org::eclipse::pde::internal::ui::editor::target::JRESection,78.0,15,5,0,144.286,196.0,118.0,0,45.0,13.0667,51.0,7.86667,43.0,5.2,56.9934,5,4,0,0,0,12.5528,0.0608909,0.0566341,0.389329,0.148516
aeeem,org::eclipse::pde::internal::ui::editor::plugin::RuntimePage,-10.0,28,7,0,227.429,136.0,146.0,0,25.0,4.85714,30.0,5.21429,12.0,-0.357143,78.4916,4,3,0,0,0,17.1566,0.0269107,0.0359634,0.434798,0.0472794
aeeem,org::eclipse::pde::internal::ui::editor::actions::HyperlinkAction,4.0,5,4,0,110.143,53.0,49.0,0,24.0,10.6,25.0,9.8,10.0,0.8,39.5687,3,1,0,0,0,5.38823,0.01693,0.0191494,0.159697,0.0421158
aeeem,org::eclipse::pde::internal::ui::wizards::tools::ExtensionPointMappings,7.0,8,5,0,240.714,41.0,34.0,0,17.0,5.125,17.0,4.25,10.0,0.875,62.4983,0,0,0,0,0,8.04434,0.00382388,0.0180291,0.205054,0.0343696
aeeem,org::eclipse::pde::internal::ui::wizards::feature::CreateFeatureProjectFromLaunchOperation,8.0,4,2,0,71.8571,26.0,18.0,0,11.0,6.5,13.0,4.5,9.0,2.0,27.3242,3,3,0,0,0,4.41939,0.0170584,0.0479936,0.197615,0.128048
aeeem,org::eclipse::pde::internal::core::text::plugin::PluginAttribute,320.0,13,5,0,151.143,410.0,90.0,0,130.0,31.5385,33.0,6.92308,130.0,24.6154,31.6415,4,3,1,0,0,12.3849,0.0642079,0.0339074,0.339617,0.0543606
aeeem,org::eclipse::pde::internal::ui::editor::text::ManifestConfiguration,132.0,32,4,3,147.429,254.0,122.0,0,78.0,7.9375,50.0,3.8125,74.0,4.125,32.0484,11,9,0,0,0,16.5679,0.0467654,0.0415204,0.440819,0.0673065
aeeem,org::eclipse::pde::internal::ui::editor::text::ExternalizedStringRule,-3.0,2,2,0,51.8571,5.0,8.0,0,5.0,2.5,8.0,4.0,0.0,-1.5,17.7143,1,0,0,0,0,1.76682,0.000324243,0.0100966,0.0617154,0.0339284
aeeem,org::eclipse::pde::internal::core::site::SiteObject,3.0,20,7,1,302.571,110.0,107.0,0,24.0,5.5,26.0,5.35,22.0,0.15,107.86,2,2,0,0,0,14.705,0.0129053,0.0333169,0.37988,0.0501621
aeeem,org::eclipse::pde::internal::core::variables::TargetOSVariableResolver,-1.0,2,2,0,69.0,1.0,2.0,0,1.0,0.5,2.0,1.0,0.0,-0.5,32.8571,1,1,1,0,0,1.77712,0.000116839,0.00961856,0.0609203,0.0309529
aeeem,org::eclipse::pde::internal::ui::editor::product::PluginSection,429.0,49,5,2,189.429,910.0,481.0,0,216.0,18.5714,162.0,9.81633,210.0,8.7551,49.2801,15,13,1,0,0,27.4268,0.222613,0.0555872,0.691779,0.0615408
aeeem,org::eclipse::pde::internal::ui::templates::ide::BuilderTemplate,6.0,7,4,0,95.5714,34.0,28.0,3,15.0,4.85714,24.0,4.0,15.0,0.857143,40.2227,4,1,0,0,0,6.33209,0.0169707,0.0229523,0.189626,0.0492202
aeeem,org::eclipse::pde::internal::core::natures::PluginProject,1.0,3,3,0,133.571,16.0,15.0,0,15.0,5.33333,14.0,5.0,1.0,0.333333,91.7232,1,1,0,0,0,3.19695,0.00148621,0.0118187,0.0949903,0.0312002
aeeem,org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationOperation,197.0,29,5,2,175.857,613.0,416.0,1,232.0,21.1379,170.0,14.3448,199.0,6.7931,97.6434,8,7,0,0,0,21.8404,0.210853,0.0487781,0.563558,0.068871
aeeem,org::eclipse::pde::internal::ui::correction::ChooseClassXMLResolution,-7.0,11,4,2,128.286,26.0,33.0,2,10.0,2.36364,23.0,3.0,10.0,-0.636364,17.7967,2,0,0,0,0,9.25652,0.0108596,0.0285892,0.262784,0.0537596
aeeem,org::eclipse::pde::internal::ui::editor::contentassist::XMLElementProposalComputer,-26.0,4,2,0,100.143,53.0,79.0,0,40.0,13.25,66.0,19.75,0.0,-6.5,59.6846,3,0,0,0,0,4.385,0.00606564,0.0188731,0.138801,0.0486389
aeeem,org::eclipse::pde::internal::core::WorkspacePluginModelManager,754.0,19,4,2,92.5714,889.0,135.0,0,224.0,46.7895,102.0,7.10526,224.0,39.6842,16.5832,9,9,2,2,0,16.6538,0.152424,0.0567706,0.489805,0.109758
aeeem,org::eclipse::pde::internal::ui::editor::toc::actions::TocRemoveObjectAction,201.0,7,2,0,61.1429,216.0,15.0,0,100.0,30.8571,9.0,2.14286,100.0,28.7143,2.64087,0,0,0,0,0,4.33338,0.023859,0.0185353,0.13686,0.0475072
aeeem,org::eclipse::pde::internal::ui::wizards::plugin::NewPluginProjectWizard,7.0,35,8,0,240.714,293.0,286.0,0,76.0,8.37143,104.0,8.17143,22.0,0.2,69.0843,7,6,1,1,0,18.4091,0.0459401,0.0634261,0.522088,0.170188
aeeem,org::eclipse::pde::internal::ui::editor::build::BuildClasspathSection,44.0,38,8,2,263.429,715.0,671.0,0,146.0,18.8158,125.0,17.6579,82.0,1.15789,62.9702,6,3,0,0,0,17.8255,0.0436149,0.0373687,0.453107,0.0454314
aeeem,org::eclipse::pde::internal::ui::correction::AddSingletonToSymbolicName,107.0,10,3,1,150.571,123.0,16.0,1,52.0,12.3,6.0,1.6,52.0,10.7,9.13357,2,2,0,0,0,8.10954,0.0185241,0.0229354,0.223317,0.0424798
aeeem,org::eclipse::pde::internal::ui::views::dependencies::CallersContentProvider,-27.0,4,2,0,108.143,21.0,48.0,1,13.0,5.25,37.0,12.0,0.0,-6.75,36.4082,3,3,0,0,0,4.69981,0.0169326,0.0172661,0.140719,0.0394385
aeeem,org::eclipse::pde::internal::runtime::spy::SpyFormToolkit,174.0,10,1,0,52.1429,257.0,83.0,1,86.0,25.7,66.0,8.3,85.0,17.4,10.075,5,1,0,0,0,7.08412,0.0647126,0.0398057,0.244579,0.127607
aeeem,org::eclipse::pde::internal::runtime::registry::ServiceReferenceAdapter,0.0,1,1,0,20.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizard,-121.0,48,7,1,297.571,920.0,1041.0,0,132.0,19.1667,305.0,21.6875,78.0,-2.52083,45.7129,7,7,1,0,1,12.0569,0.0697004,0.0227136,0.295255,0.0344309
aeeem,org::eclipse::pde::internal::ui::tests::macro::PlaybackAction,0.0,6,3,0,183.857,10.0,10.0,0,4.0,1.66667,4.0,1.66667,2.0,0.0,95.3429,0,0,0,0,0,7.26436,0.00506713,0.0191685,0.19472,0.0373481
aeeem,org::eclipse::pde::internal::ui::editor::plugin::rows::TranslatableAttributeRow,-1.0,2,2,0,109.286,3.0,4.0,0,3.0,1.5,4.0,2.0,0.0,-0.5,75.1429,1,0,0,0,0,1.76682,0.000174592,0.0100966,0.0617154,0.0339284
aeeem,org::eclipse::pde::internal::ui::wizards::product::NewProductFileWizard,13.0,13,5,0,191.143,53.0,40.0,0,13.0,4.07692,11.0,3.07692,10.0,1.0,44.8544,1,1,0,0,0,15.5592,0.0195871,0.0318389,0.39123,0.0431759
aeeem,org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectWizard,-516.0,19,6,1,240.714,391.0,907.0,0,281.0,20.5789,516.0,47.7368,5.0,-27.1579,26.0142,3,3,0,0,0,10.2202,0.0121545,0.0206814,0.254429,0.0344335
aeeem,org::eclipse::pde::internal::core::util::Headers,-3.0,2,1,0,72.4286,2.0,5.0,0,2.0,1.0,5.0,2.5,0.0,-1.5,1.0,1,1,0,0,0,1.50465,0.00154681,0.0041253,0.0418317,0.00433591
aeeem,org::eclipse::pde::internal::core::site::WorkspaceSiteModel,8.0,22,9,1,302.571,107.0,99.0,0,24.0,4.86364,44.0,4.5,9.0,0.363636,137.402,2,1,0,0,0,8.48552,0.0318272,0.0192217,0.218306,0.0324314
aeeem,org::eclipse::pde::internal::ui::editor::schema::SchemaDtdDetailsSection,-7.0,2,2,0,60.2857,10.0,17.0,0,10.0,5.0,17.0,8.5,0.0,-3.5,26.1429,1,0,0,0,0,1.76682,0.000673428,0.0100966,0.0617154,0.0339284
aeeem,org::eclipse::pde::internal::core::util::XMLComponentRegistry,-1.0,2,2,0,110.429,25.0,26.0,0,25.0,12.5,26.0,13.0,0.0,-0.5,74.2857,1,1,0,0,0,1.77712,0.00198627,0.00961856,0.0609203,0.0309529
aeeem,org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSModel,15.0,8,3,0,59.2857,111.0,96.0,0,86.0,13.875,86.0,12.0,86.0,1.875,1.8314,1,0,0,0,0,4.41258,0.0154475,0.0185832,0.138856,0.0463837
aeeem,org::eclipse::pde::internal::ui::editor::build::SrcSection,-60.0,19,5,0,263.429,235.0,295.0,0,43.0,12.3684,89.0,15.5263,20.0,-3.15789,41.0887,1,1,0,0,0,7.72196,0.00444565,0.0177746,0.198359,0.0343746
aeeem,org::eclipse::pde::internal::core::search::PluginJavaSearchUtil,-15.0,14,6,1,180.571,72.0,87.0,0,23.0,5.14286,29.0,6.21429,14.0,-1.07143,64.8433,5,5,0,0,0,14.1511,0.0224982,0.030134,0.360466,0.0401246
aeeem,org::eclipse::pde::internal::core::text::bundle::BundleSymbolicNameHeader,109.0,6,3,0,151.0,124.0,15.0,0,52.0,20.6667,14.0,2.5,52.0,18.1667,10.7108,2,2,0,0,0,5.07878,0.00796279,0.0144447,0.13901,0.0313983
aeeem,org::eclipse::pde::internal::ui::editor::site::SiteUndoManager,-11.0,14,5,1,302.571,174.0,185.0,0,45.0,12.4286,58.0,13.2143,28.0,-0.785714,72.6289,0,0,0,0,0,4.22329,0.00333836,0.0127115,0.11579,0.033951
aeeem,org::eclipse::pde::internal::core::text::plugin::DocumentGenericNode,2.0,4,1,0,59.2857,34.0,32.0,0,31.0,8.5,31.0,8.0,31.0,0.5,0.252101,1,0,0,0,0,2.63545,0.00572814,0.00896467,0.0779359,0.0154308
aeeem,org::eclipse::pde::internal::core::plugin::Plugin,25.0,31,8,2,335.286,228.0,203.0,1,103.0,7.35484,100.0,6.54839,6.0,0.806452,97.2782,3,3,0,0,0,11.6831,0.00993753,0.0288014,0.308426,0.0492983
aeeem,org::eclipse::pde::internal::ui::tests::macro::WidgetIdentifier,6.0,2,2,0,183.857,11.0,5.0,0,11.0,5.5,5.0,2.5,6.0,3.0,148.0,0,0,0,0,0,1.77712,0.000623143,0.00961856,0.0609203,0.0309529
aeeem,org::eclipse::pde::internal::ui::editor::feature::EditorBuildFeatureAction,18.0,18,7,1,335.286,131.0,113.0,0,38.0,7.27778,43.0,6.27778,14.0,1.0,103.218,0,0,0,0,0,7.72196,0.00282017,0.0177746,0.198359,0.0343746
aeeem,org::eclipse::pde::internal::ui::search::ManifestEditorOpener,103.0,14,5,1,201.286,230.0,127.0,0,53.0,16.4286,33.0,9.07143,32.0,7.35714,123.433,7,4,0,0,0,10.3576,0.0651482,0.0390835,0.309082,0.104285
aeeem,org::eclipse::pde::internal::core::feature::Feature,324.0,46,8,3,335.286,970.0,646.0,0,176.0,21.087,178.0,14.0435,81.0,7.04348,113.183,13,13,3,0,1,20.5295,0.0980409,0.0641916,0.570897,0.152313
aeeem,org::eclipse::pde::internal::core::builders::ElementOccurenceChecker,36.0,4,2,0,100.143,198.0,162.0,0,94.0,49.5,146.0,40.5,80.0,9.0,30.6407,1,0,0,0,0,3.71865,0.0493813,0.0134989,0.110538,0.0323967
aeeem,org::eclipse::pde::internal::ui::refactoring::ContainerMoveParticipant,9.0,3,1,0,98.2857,10.0,1.0,1,10.0,3.33333,1.0,0.333333,10.0,3.0,2.85714,1,0,0,0,0,2.97312,0.00267786,0.0125834,0.09279,0.0349721
aeeem,org::eclipse::pde::internal::ui::templates::ide::ViewNewWizard,0.0,2,2,0,95.5714,2.0,2.0,1,2.0,1.0,2.0,1.0,0.0,0.0,58.5714,2,0,0,0,0,1.56044,0.000665113,0.00803114,0.0525856,0.0247077
aeeem,org::eclipse::pde::internal::ui::views::dependencies::DependenciesView,76.0,12,3,0,108.143,265.0,189.0,1,97.0,22.0833,135.0,15.75,49.0,6.33333,48.9294,13,12,0,0,0,6.85196,0.0542647,0.0230101,0.200102,0.0450851
aeeem,org::eclipse::pde::internal::ui::editor::toc::TocInputContextManager,86.0,3,1,0,61.1429,86.0,0.0,0,43.0,28.6667,0.0,0.0,43.0,28.6667,1.42857,0,0,0,0,0,2.56656,0.0102665,0.00843875,0.0751441,0.0135788
aeeem,org::eclipse::pde::internal::ui::editor::build::RuntimeInfoSection,20.0,60,7,1,263.429,3422.0,3402.0,0,490.0,57.0333,490.0,56.7,209.0,0.333333,53.676,13,11,1,0,0,18.208,0.185011,0.0372959,0.458825,0.0473298
aeeem,org::eclipse::pde::internal::ui::launcher::PluginBlock,399.0,23,4,0,155.857,580.0,181.0,0,168.0,25.2174,47.0,7.86956,168.0,17.3478,29.2953,7,6,1,0,0,12.4581,0.111078,0.0469926,0.370047,0.123234
aeeem,org::eclipse::pde::internal::ui::wizards::exports::FeatureDestinationTab,64.0,5,3,0,139.571,67.0,3.0,0,32.0,13.4,2.0,0.6,32.0,12.8,3.46482,0,0,0,0,0,4.43166,0.00824204,0.0140646,0.125048,0.0342961
aeeem,org::eclipse::pde::internal::ui::editor::feature::InfoSection,72.0,45,8,2,335.286,742.0,670.0,1,304.0,16.4889,223.0,14.8889,81.0,1.6,120.691,8,6,1,0,1,15.1921,0.0808413,0.0368833,0.400782,0.0554278
aeeem,org::eclipse::pde::internal::ui::editor::schema::SchemaOverviewPage,255.0,13,4,0,147.0,394.0,139.0,0,114.0,30.3077,84.0,10.6923,109.0,19.6154,45.653,3,2,0,0,0,11.1198,0.0558906,0.0295924,0.301819,0.0478237
